FICE,Cname,State,Indicator,AMSAT,AVSAT,ACSAT,AACT,FQMSAT,TQMSAT,FQVSAT,TQVSAT,FQACT,TQACT,AppsRcvd,AppsAcpt,StdEnrolled,P10,P25,FTUGs,PTUGs,InStateTut,OosTut,RandBcost,RCost,Bcost,AddFee,EstBookCost,EstPspend,PPhD,PTermDig,SFRatio,PDonate,InsEXp,GradRate
2989,Dickinson State University,ND,1,*,*,*,21,*,*,*,*,*,*,434,412,319,10,30,1376,237,1681,4486,2146,846,1300,176,600,2000,50,64,16.5,28,4525,46
3008,Valley City State University,ND,1,*,*,*,*,*,*,*,*,*,*,368,344,212,5,27,863,189,1606,4286,2570,1820,750,245,600,2000,39,41,14.9,25,4958,40
9265,North Dakota State University,ND,1,*,*,1040,23,*,*,*,*,18,25,2968,2297,1610,13,47,7368,1128,2310,5834,2744,1020,1724,198,600,2000,79,83,17.0,24,6310,42
2539,Chadron State College,NE,1,*,*,*,21,*,*,*,*,*,*,1024,1024,547,5,17,1830,490,1575,2670,2668,1484,1184,210,500,*,62,62,25.0,27,4895,80
2540,College of Saint Mary,NE,2,*,*,*,*,*,*,*,*,*,*,305,230,107,16,40,503,801,9000,9000,3500,3500,*,380,400,*,23,25,8.9,*,6696,47
2541,Concordia College,NE,2,*,*,*,*,*,*,*,*,*,*,440,434,252,22,50,764,38,7896,7896,3270,*,*,610,450,1200,54,60,11.1,*,7589,80
2590,Keene State College,NH,1,463,424,887,*,*,*,*,*,*,*,3121,2446,822,5,19,3480,776,2590,7870,4157,2727,1438,756,500,1150,73,73,16.1,13,6195,61
2591,Plymouth State College,NH,1,455,411,866,*,*,*,*,*,*,*,3321,2375,748,10,25,3483,374,2590,7870,4024,2689,1344,792,550,1100,82,85,18.8,22,5708,*
4731,Daniel Webster College,NH,2,490,438,928,*,430,540,370,500,*,*,585,508,153,12,30,460,536,12292,12292,4934,2370,2564,120,500,500,61,61,22.2,10,8643,72
30431,Thomas More Coll. of Liberal Arts,NH,2,526,540,1066,25,*,*,*,*,*,*,35,35,22,*,*,59,*,7200,7200,5200,*,*,*,600,1300,80,80,11.8,81,8100,60
2597,Bloomfield College,NJ,2,*,*,*,*,*,*,*,*,*,*,1694,1408,268,*,*,1312,685,8300,8300,4350,*,*,150,500,2370,53,55,14.4,16,7003,38
2598,Caldwell College,NJ,2,478,441,919,*,440,540,400,490,*,*,1011,604,213,17,42,693,868,8900,8900,4600,*,*,105,425,1000,87,96,13.9,25,7922,55
