FICE,Cname,State,Indicator,AMSAT,AVSAT,ACSAT,AACT,FQMSAT,TQMSAT,FQVSAT,TQVSAT,FQACT,TQACT,AppsRcvd,AppsAcpt,StdEnrolled,P10,P25,FTUGs,PTUGs,InStateTut,OosTut,RandBcost,RCost,Bcost,AddFee,EstBookCost,EstPspend,PPhD,PTermDig,SFRatio,PDonate,InsEXp,GradRate
3571,Hardin-Simmons University,TX,2,510,470,980,22,420,560,370,500,18,25,467,424,350,16,40,1365,334,6300,6300,2980,1360,1620,480,700,2140,75,79,13.7,10,7054,38
3575,Howard Payne University,TX,2,458,405,863,20,380,520,350,460,18,22,516,454,322,13,34,1201,214,5190,5190,2992,1680,1312,320,400,*,59,59,12.7,6,5684,37
3576,Houston Baptist University,TX,2,498,432,930,22,410,580,380,490,21,25,413,330,215,*,55,1247,430,5400,5400,2340,2340,*,210,600,*,65,71,14.0,*,5438,56
3577,Huston-Tillotson College,TX,2,336,450,786,16,225,345,225,345,12,21,261,159,114,7,20,455,84,5180,5180,3624,2064,1560,660,500,1857,55,55,11.0,6,9203,*
3578,Incarnate Word College,TX,2,480,441,921,21,410,510,390,480,19,23,1163,927,386,16,49,1685,556,8840,8840,4689,2049,2640,110,750,2775,67,69,11.4,21,6095,95
3581,Lamar University,TX,1,459,413,872,20,320,460,300,450,*,*,2336,1725,1043,10,27,5438,4058,864,4752,3040,1386,1654,840,508,1463,48,82,18.4,12,5879,26
3584,LeTourneau University,TX,2,552,491,1043,24,490,640,430,550,20,29,477,417,204,29,54,1532,77,8840,8840,4240,4240,*,120,600,1400,58,70,20.8,23,6863,56
3586,Lubbock Christian University,TX,2,*,*,*,21,*,*,*,*,18,24,550,500,275,9,29,863,218,6612,6612,2954,*,*,250,300,*,39,47,11.9,8,5367,39
3588,University of Mary Hardin-Baylor,TX,2,*,*,*,*,*,*,*,*,*,*,478,416,259,15,35,1351,555,4950,4950,3136,1786,1350,300,600,1200,46,48,16.4,*,5081,*
3591,McMurry University,TX,2,500,408,908,21,430,580,340,470,18,24,578,411,187,25,50,880,477,6930,6930,3452,*,*,*,400,1525,57,64,11.0,11,6383,32
3592,Midwestern State University,TX,1,*,*,*,*,*,*,*,*,*,*,1597,1125,751,*,*,3404,1734,840,5130,3436,1800,1636,896,630,1838,95,97,21.6,7,4001,36
3594,University of North Texas,TX,1,526,467,993,23,460,590,420,520,20,24,4418,2737,2049,23,51,14047,5134,672,4104,3579,1840,1739,650,450,1700,86,94,22.6,6,5657,35
3598,Our Lady of the Lake University,TX,2,434,407,841,*,380,480,340,460,*,*,2308,1336,295,22,46,1202,942,8530,8530,3644,2020,1624,134,616,1576,56,64,14.9,25,7114,37
3599,University of Texas-Pan American,TX,1,*,*,*,*,*,*,*,*,*,*,4040,4040,1800,*,46,7410,3055,991,3486,2536,*,*,*,*,*,92,92,22.9,*,*,16
3604,Rice University,TX,2,*,*,*,*,665,763,592,708,*,*,7935,1514,633,87,95,2674,*,9950,9950,5725,3100,2625,365,525,1330,91,100,8.6,39,22836,91
3606,Sam Houston State University,TX,1,*,*,*,21,*,*,*,*,18,22,4839,3549,1577,41,41,8901,2245,840,5130,2970,1500,1490,688,900,*,76,90,27.2,*,4029,43
3610,Schreiner College,TX,2,470,420,890,22,400,540,350,460,19,25,584,413,131,19,51,521,99,8955,8955,5900,2810,3090,40,500,1488,51,56,11.8,23,8545,52
3613,Southern Methodist University,TX,2,*,*,*,*,*,*,*,*,22,27,4301,3455,1166,41,69,4892,387,12772,12772,5078,2652,2426,*,576,1802,74,88,13.5,17,12726,72
3615,Southwest Texas State University,TX,1,482,425,907,21,420,530,370,480,19,23,8532,5316,2421,14,48,13806,4277,840,4860,3676,*,*,884,500,*,70,70,21.2,13,4056,39
3619,Southwestern Adventist College,TX,2,419,395,814,21,320,500,310,460,17,24,321,318,172,11,27,620,280,7536,7536,3736,1494,2242,80,430,1651,44,77,13.0,12,5309,36
3620,Southwestern University,TX,2,577,526,1103,25,520,640,470,580,23,28,1244,912,352,44,77,1177,43,11850,11850,4675,2150,2525,*,600,1050,83,89,11.3,35,12995,67
3621,St. Edward's University,TX,2,483,438,921,22,420,540,400,490,19,25,1272,1012,375,20,45,1732,936,9428,9428,4070,4070,*,*,600,*,76,72,15.7,16,7037,46
3623,St. Mary's University of San Antonio,TX,2,516,454,970,22,460,560,400,510,20,24,1243,1020,414,33,60,2149,418,8678,8678,3858,*,*,330,700,1736,82,83,16.2,7,7651,72
3624,Stephen F. Austin State University,TX,1,467,472,939,21,390,510,380,490,19,22,5870,4461,2272,12,32,9851,1289,780,4860,3610,3610,*,618,200,*,85,87,21.4,3,3997,50
3625,Sul Ross State University,TX,1,397,347,744,17,320,460,280,400,14,19,*,*,305,7,20,1535,412,672,3888,2980,1350,1630,612,450,1944,68,71,18.8,*,5478,28
3630,Prairie View A. and M. University,TX,1,377,332,709,17,*,*,*,*,*,*,2405,2234,1061,10,22,4564,448,840,4290,3500,1580,1920,820,598,1582,55,93,19.4,1,5967,35
3631,Tarleton State University,TX,1,441,391,832,20,380,510,340,440,18,21,1195,1095,923,*,28,4856,724,840,4860,2784,1292,1492,639,1000,*,60,60,21.9,*,4242,41
3636,Texas Christian University,TX,2,*,*,*,*,460,600,420,540,21,27,4095,3079,1195,33,64,5064,660,8490,8490,3320,1920,1400,990,650,2400,81,93,14.8,23,9158,64
3637,Jarvis Christian College,TX,2,341,316,657,11,*,*,*,*,*,*,575,482,206,9,18,542,9,3750,3750,3060,1550,1510,285,350,*,48,48,12.1,*,*,25
3638,Texas College,TX,2,330,290,620,16,*,*,*,*,*,*,254,189,189,15,26,503,40,3605,3605,2430,1580,850,455,300,300,37,44,18.4,*,4800,26
3639,Texas A&M University at Kingsville,TX,1,*,*,*,18,*,*,*,*,*,*,1822,1481,1055,10,33,4455,941,*,*,*,*,*,*,*,*,89,89,19.7,10,5049,42
3641,Texas Lutheran College,TX,2,498,436,934,22,430,550,370,490,19,25,497,423,215,27,57,895,429,7850,7850,3410,1490,1920,50,490,1700,54,58,13.8,24,7002,50
3642,Texas Southern University,TX,1,390,420,810,19,*,*,*,*,*,*,4345,3245,2604,15,85,5584,3101,780,7860,3360,1680,1680,*,600,1700,65,75,18.2,21,3605,10
3644,Texas Tech University,TX,1,526,456,982,23,460,590,400,510,20,25,6334,5051,2957,25,58,16785,2780,780,4860,3688,3688,*,838,530,*,82,92,24.7,24,5449,41
3645,Texas Wesleyan University,TX,2,426,415,841,20,400,540,360,480,18,23,592,501,279,19,44,1204,392,6400,6400,3484,3484,*,390,600,1800,80,83,14.5,10,7936,43
3646,Texas Woman's University,TX,1,*,*,*,*,350,480,320,440,16,21,989,777,474,*,*,3791,1961,647,2279,2942,1502,1440,140,700,1200,67,70,14.3,6,6637,35
3647,Trinity University,TX,2,635,575,1210,*,595,695,515,625,24,30,2425,1818,601,62,93,2110,95,12240,12240,5150,3225,1925,140,500,490,94,96,9.6,20,14703,93
3651,University of Dallas,TX,2,593,550,1143,26,530,660,490,600,24,28,681,588,246,44,74,1058,73,10760,10760,6230,4030,2200,50,500,1200,85,93,13.4,26,8731,63
3652,University of Houston-Main Campus,TX,1,537,447,984,22,*,*,*,*,*,*,6233,3990,2150,32,65,15340,9355,672,4104,3980,*,*,690,600,*,*,*,14.6,13,6895,32
3654,University of St. Thomas,TX,2,560,500,1060,26,*,*,*,*,*,*,374,280,185,45,77,995,408,8550,8550,4050,2000,1670,96,500,1344,75,75,12.6,17,7237,62
3656,University of Texas at Arlington,TX,1,506,434,940,21,450,580,385,520,19,24,3281,2559,1448,19,43,10975,8431,1206,4422,2780,1440,1340,*,500,2850,73,73,21.0,4,4696,29
3658,University of Texas at Austin,TX,1,603,523,1126,25,546,670,466,588,23,28,14752,9572,5329,48,85,30017,5189,840,5130,3309,1733,1576,1068,650,3140,91,99,19.7,11,7837,65
3661,University of Texas at El Paso,TX,1,*,*,*,19,*,*,*,*,*,*,3528,2941,2252,*,38,9551,4817,672,4104,*,2460,*,626,*,*,88,92,23.1,*,*,*
3670,Brigham Young University at Provo,UT,2,*,*,*,*,*,*,*,*,24,29,7365,5402,4615,48,82,27378,1253,2340,2340,3580,2112,1468,*,860,1220,76,76,20.5,40,7916,33
3675,University of Utah,UT,1,543,484,1027,24,450,620,410,550,21,26,5095,4491,2400,27,53,13894,8374,1954,6857,3975,1550,2425,427,858,3093,89,93,12.8,9,9275,37
3677,Utah State University,UT,1,520,480,1000,22,390,560,400,500,19,26,4281,3825,2426,26,53,10657,4257,1650,5775,3315,1335,1980,363,700,1460,83,93,18.7,10,7462,*
3678,Southern Utah University,UT,1,*,*,*,*,*,*,*,*,*,*,1685,1640,856,*,*,3684,678,1221,4362,2634,*,*,378,756,1794,62,69,20.5,7,4703,59
3680,Weber State University,UT,1,*,*,*,21,*,*,*,*,18,24,2632,2509,1750,*,46,8609,5680,1377,5148,2595,1335,1260,366,537,1752,66,82,23.9,0,5334,38
3681,Westminster College of Salt Lake City,UT,2,*,*,*,*,*,*,*,*,19,26,917,720,213,21,60,979,743,8820,8820,4050,1340,2710,60,600,2025,68,83,10.5,34,7170,50
3702,Averett College,VA,2,469,424,893,*,400,550,400,550,20,25,627,556,172,16,40,777,538,9925,9925,4135,*,*,350,750,1350,59,67,22.4,11,6523,48
3703,Bluefield College,VA,2,431,388,819,20,*,*,*,*,*,*,377,358,181,15,30,653,129,7150,7150,4350,2770,1580,*,450,1500,61,67,17.8,3,6259,53
3704,Bridgewater College,VA,2,*,*,*,*,*,*,*,*,*,*,838,673,292,22,53,881,55,10265,10265,4725,2215,2510,1000,560,875,68,73,13.2,24,8655,82
3705,College of William and Mary,VA,1,640,600,1240,*,590,700,540,650,*,*,7117,3106,1217,68,88,5186,134,2808,11720,4298,2318,1980,1748,600,800,89,92,12.1,31,9534,93
3706,Christopher Newport University,VA,1,442,404,870,*,*,*,*,*,*,*,883,766,428,3,37,2910,1749,2332,7860,4750,*,*,904,525,1889,80,82,21.2,16,4639,48
3708,Eastern Mennonite College,VA,2,*,*,*,*,450,600,400,550,20,26,486,440,227,19,48,903,59,9650,9650,3800,1900,1900,*,600,1300,46,65,11.4,29,10188,82
3709,Emory & Henry College,VA,2,485,445,930,23,440,570,410,540,*,*,765,646,226,30,60,809,32,8578,8578,4408,1920,2488,622,700,1600,79,88,13.9,51,8061,82
3711,Ferrum College,VA,2,431,388,819,*,360,500,340,440,*,*,1339,1107,336,12,36,1051,82,9400,9400,4200,4200,*,*,500,1600,53,58,12.5,9,7967,22
3713,Hampden - Sydney College,VA,2,564,517,1081,*,510,620,460,570,*,*,817,644,307,20,40,945,1,13218,13218,4773,1903,2870,415,660,600,95,97,13.3,53,12263,69
3714,Hampton University,VA,2,475,442,917,*,430,580,420,480,*,*,7178,3755,1433,25,63,4623,740,7161,7161,3518,1838,1680,603,600,2000,60,64,14.0,9,6791,70
3715,Hollins College,VA,2,502,505,1007,23,440,550,450,560,20,25,602,498,215,26,58,795,74,13470,13470,5515,3225,2290,234,500,850,78,91,11.1,48,13957,72
3719,Longwood College,VA,1,497,455,952,23,450,530,410,490,19,23,2747,1870,724,12,47,2874,118,2606,7920,3962,*,*,1640,550,2200,74,80,18.4,23,5553,62
3720,Lynchburg College,VA,2,*,*,*,*,390,510,360,460,*,*,1756,1500,366,3,21,1524,280,12450,12450,5400,2900,2500,100,450,870,62,66,12.4,24,8832,70
3721,James Madison University,VA,1,586,521,1107,*,540,640,480,570,*,*,11223,5285,2082,32,72,9652,742,3900,7994,4544,*,*,*,500,732,77,81,17.9,29,5212,98
3723,Mary Baldwin College,VA,2,468,461,929,*,425,550,400,560,*,*,499,441,199,26,52,846,377,11200,11200,7400,7400,*,*,600,1300,66,79,6.8,50,10819,90
3724,Marymount University,VA,2,467,440,907,*,410,510,380,490,*,*,941,772,214,10,30,1247,776,11390,11390,5280,*,*,*,500,750,77,82,10.6,17,8575,55
3728,Old Dominion University,VA,1,494,440,934,*,430,550,390,490,*,*,4569,3110,1251,18,39,8346,2501,3854,9464,4540,*,*,74,600,*,79,86,15.1,17,6727,45
3732,Radford University,VA,1,490,460,950,22,410,510,380,470,19,22,5702,4894,1742,15,37,8077,472,2924,6684,4110,4110,*,*,500,900,73,83,19.6,9,4519,62
3733,Randolph-Macon College,VA,2,533,483,1016,*,480,580,430,520,*,*,1771,1325,306,21,46,1071,27,13840,13840,3735,1850,1885,325,400,900,77,80,10.7,38,11080,74
3734,Randolph-Macon Woman's College,VA,2,517,502,1019,25,470,570,450,560,21,28,696,616,169,35,66,653,56,13970,13970,6110,6110,*,120,370,920,88,97,9.2,24,16358,68
3735,Virginia Commonwealth University,VA,1,488,449,937,*,420,550,390,510,*,*,4963,3497,1567,18,45,10262,5065,3034,10217,4182,1620,2562,880,500,3630,81,87,8.7,11,11183,45
3736,Roanoke College,VA,2,532,487,1019,*,470,580,430,535,*,*,2227,1790,437,27,54,1460,239,13425,13425,4425,*,*,*,450,1200,85,89,13.0,26,9405,72
3737,Shenandoah University,VA,2,477,438,915,20,*,*,*,*,*,*,818,620,218,*,*,868,247,10700,10700,4500,*,*,*,450,1400,60,66,9.2,20,9471,59
3739,St. Paul's College,VA,2,*,*,*,*,*,*,*,*,*,*,651,581,243,8,17,617,34,5000,5000,3650,3650,*,515,600,600,45,45,14.0,8,8426,45
3742,Sweet Briar College,VA,2,510,500,1010,24,450,570,450,550,21,27,462,402,146,36,68,527,41,14500,14500,6000,6000,*,125,500,600,91,99,6.5,48,18953,61
3744,University of Richmond,VA,2,*,*,*,*,590,690,520,620,26,30,5892,2718,756,46,72,2854,594,14500,14500,3285,1880,1405,*,700,1125,75,89,11.7,32,11984,100
3746,Mary Washington College,VA,1,*,*,*,*,520,620,480,580,*,*,4350,2178,756,39,78,2997,736,2026,6490,4942,2712,2230,1180,650,2102,75,80,17.6,30,5358,84
3747,Clinch Valley Coll. of  the Univ. of Virginia,VA,1,449,406,855,*,*,*,*,*,*,*,689,561,250,15,30,1125,422,3093,7168,3689,1961,1728,*,600,1900,67,67,18.1,9,4417,46
3749,George Mason University,VA,1,*,*,*,*,470,570,420,520,*,*,5653,4326,1727,17,29,9528,3822,4044,10800,4840,3150,1690,25,580,1050,93,96,19.3,7,6751,46
3752,Virginia Intermont College,VA,2,427,410,837,19,*,*,*,*,*,*,411,354,138,14,42,495,61,8170,8170,3980,3980,*,100,600,3000,32,65,12.3,*,*,48
3753,Virginia Military Institute,VA,1,541,484,1025,22,500,600,430,540,20,24,904,683,349,16,34,1191,*,2980,9020,3800,*,*,1420,600,1000,84,84,11.1,51,10709,68
3754,Virginia Tech,VA,1,*,*,*,*,529,640,440,550,*,*,15712,11719,4277,29,53,18511,604,3926,10260,3176,*,*,*,740,2200,85,89,13.8,20,8944,73
3764,Virginia State University,VA,1,*,*,*,*,*,*,*,*,*,*,2996,2440,704,2,30,3006,338,1894,5587,4845,2750,2095,1305,500,600,61,63,16.0,11,5733,31
3765,Norfolk State University,VA,1,*,*,*,*,*,*,*,*,*,*,4066,3891,1358,*,*,6640,972,2782,6276,3600,2100,1500,35,350,2000,57,57,15.8,*,5000,*
3766,Virginia Union University,VA,2,343,317,660,*,*,*,*,*,*,*,1847,1610,453,19,59,1298,67,7384,7384,3494,*,*,458,500,1763,51,67,13.7,8,6757,30
3767,Virginia Wesleyan College,VA,2,*,*,*,*,460,580,420,530,*,*,1470,900,287,20,49,1130,417,10900,10900,5100,2800,2300,150,500,550,70,81,15.7,14,7804,68
3768,Washington and Lee University,VA,2,*,*,*,*,611,691,563,636,27,31,3315,1096,425,68,93,1584,3,13750,13750,4619,2019,2600,355,680,1115,81,96,9.6,45,15736,90
6968,University of Virginia,VA,1,*,*,*,*,590,710,520,630,*,*,15849,5384,2678,74,95,11278,114,3724,12212,3792,1816,1976,756,500,1000,90,92,9.5,22,13597,95
10392,Liberty University,VA,2,*,*,*,*,*,*,*,*,*,*,2814,2810,769,*,*,3350,253,5700,5700,4380,4380,*,910,550,*,55,71,17.9,*,*,*
29261,Christendom College,VA,2,568,568,1136,23,450,650,490,660,20,26,81,72,51,33,71,139,3,8730,8730,3600,*,*,150,400,800,92,92,9.3,17,10922,58
3682,Bennington College,VT,2,551,565,1116,*,500,600,520,620,22,29,519,327,114,25,53,457,2,21700,21700,4100,2100,2000,*,600,500,35,59,10.1,33,16364,55
3683,Castleton State College,VT,1,459,416,875,21,385,532,370,485,*,*,1257,940,363,9,22,1547,294,3660,7656,4690,2598,2092,570,400,700,89,91,14.7,8,6318,79
3685,College of St. Joseph,VT,2,390,400,790,*,320,450,310,440,*,*,141,118,55,12,21,201,173,8300,8300,4850,*,*,100,450,1300,53,53,9.5,19,6936,76
3686,Goddard College,VT,2,489,511,1000,*,338,538,300,610,*,*,96,87,49,*,*,257,*,13936,13936,5104,5104,*,70,525,945,56,72,14.5,8,4557,100
3687,Green Mountain College,VT,2,440,440,880,*,410,510,400,490,18,23,780,628,198,7,20,545,42,11750,11750,2700,*,*,300,400,850,77,83,14.0,24,6475,76
3688,Johnson State College,VT,1,436,412,848,*,*,*,*,*,*,*,833,669,279,3,13,1224,345,3312,7656,4690,2598,2092,585,500,624,80,91,14.4,15,6564,36
3689,Lyndon State College,VT,1,*,*,*,*,*,*,*,*,*,*,535,502,223,6,20,959,150,3168,7320,4640,2092,2548,826,500,600,48,65,12.6,15,7114,51
3690,Marlboro College,VT,2,520,550,1070,*,500,600,520,640,*,*,268,187,63,*,*,260,11,18375,18375,6075,*,*,380,300,300,56,72,7.5,41,11767,61
3691,Middlebury College,VT,2,*,*,*,*,610,700,560,650,27,30,3456,1171,451,64,89,2016,39,25750,25750,*,*,*,170,540,1000,87,91,10.5,51,21426,97
3692,Norwich University,VT,2,*,*,*,20,430,560,390,490,20,25,1743,1625,626,8,29,1862,382,14134,14134,5270,*,5270,*,500,800,71,74,13.1,22,9209,63
3771,Central Washington University,WA,1,*,*,*,*,390,520,350,465,*,*,2785,2011,1007,8,65,6507,898,2053,7242,3603,3603,*,75,654,1416,67,89,18.1,0,6413,51
3775,Eastern Washington University,WA,1,400,350,750,17,390,520,350,470,17,23,2231,1908,767,*,*,6561,559,2256,7974,3914,2220,1694,120,687,1437,69,80,17.0,4,7451,47
3777,Heritage College,WA,2,*,*,*,*,*,*,*,*,*,*,97,62,21,*,*,286,227,5820,5820,*,*,*,20,672,2424,48,52,9.5,13,5188,100
3778,Gonzaga University,WA,2,539,492,1031,25,500,599,450,550,23,27,1886,1524,526,31,67,2523,296,13000,13000,4450,4450,*,100,600,2400,78,90,14.7,32,9553,69
3785,Pacific Lutheran University,WA,2,531,474,1005,23,440,590,410,530,*,*,1603,1392,504,31,68,2580,302,13312,13312,4488,2240,2248,*,600,1516,78,78,11.0,23,9431,83
3788,Seattle Pacific University,WA,2,498,455,953,*,430,580,410,520,*,*,1183,1016,411,42,82,1922,704,12669,12669,4875,*,*,85,600,1250,83,85,16.8,20,10368,66
3790,Seattle University,WA,2,525,464,989,24,470,590,410,530,*,*,2115,1540,494,28,72,2993,347,12825,12825,4375,1150,3225,100,500,1500,85,85,12.2,16,10175,89
3794,St. Martin's College,WA,2,480,460,940,19,430,550,390,560,16,23,191,165,63,5,25,494,574,11550,11550,4270,*,*,540,300,500,43,77,14.5,8,9209,40
3797,University of Puget Sound,WA,2,581,520,1101,26,510,680,450,560,22,27,4044,2826,688,51,83,2738,138,16230,16230,4500,4500,*,140,630,1800,79,86,15.0,17,11217,63
3798,University of Washington,WA,1,*,*,*,*,500,640,420,550,22,27,12749,7025,3343,40,81,20356,4582,2907,8199,4218,*,*,*,708,2172,96,94,9.0,10,16527,65
3799,Walla Walla College,WA,2,*,*,*,22,*,*,*,*,19,25,559,402,308,*,*,1522,151,10671,10671,3417,1692,1725,276,705,1675,48,50,11.5,32,7115,*
3800,Washington State University,WA,1,*,*,*,*,430,560,370,480,*,*,6540,5839,2440,31,70,14445,1344,2907,8200,4210,3910,*,160,800,2719,84,87,16.9,30,10912,56
3802,Western Washington University,WA,1,530,470,1000,24,470,580,420,520,22,26,5548,3563,1549,30,71,8909,506,2406,8124,4144,*,*,*,639,2385,83,89,22.7,10,7203,61
3803,Whitman College,WA,2,600,550,1150,27,540,670,500,610,*,*,1861,998,359,45,77,1220,46,16670,16670,4900,2650,2250,155,750,800,80,83,10.5,51,13198,72
3804,Whitworth College,WA,2,544,490,1034,24,450,590,410,540,22,27,1121,926,372,43,70,1270,160,12660,12660,4500,*,*,185,678,2424,80,80,16.9,20,8328,80
8155,Evergreen State College,WA,1,521,521,1042,*,460,580,460,590,*,*,1801,1101,438,14,50,3065,363,1785,6297,4600,*,*,60,600,1323,75,78,18.1,14,8355,68
3832,Alverno College,WI,2,*,*,*,20,*,*,*,*,19,25,494,313,157,23,46,1317,1235,8352,8352,3640,*,*,90,650,2449,36,69,11.1,26,8127,55
3835,Beloit College,WI,2,575,549,1124,26,520,640,490,610,23,28,1320,923,284,26,54,1085,81,16304,16304,3616,1748,1868,170,355,715,87,95,11.1,26,12957,69
3838,Carroll College,WI,2,*,*,*,22,*,*,*,*,*,*,1160,991,352,19,55,1357,737,12200,12200,3880,1990,1890,110,480,930,74,81,17.8,25,7666,79
3839,Carthage College,WI,2,520,460,980,22,430,600,390,540,19,25,1616,1427,434,20,43,1405,580,13125,13125,3775,*,*,*,500,1300,74,89,15.9,22,7364,62
3842,Concordia University Wisconsin,WI,2,*,*,*,22,*,*,*,*,*,*,845,690,323,*,*,1870,1720,9300,9300,3400,3400,*,60,600,1260,49,51,20.5,4,4677,57
3854,Lakeland College,WI,2,*,*,*,20,*,*,*,*,20,22,497,452,231,24,47,887,1957,9400,9400,4005,4005,*,395,500,1000,49,65,17.2,25,4054,57
3856,Lawrence University,WI,2,*,*,*,*,530,670,480,630,24,30,1243,947,324,50,77,1129,74,17163,17163,3891,1812,2079,290,525,975,76,92,10.1,57,13965,77
3861,Marian College of Fond du Lac,WI,2,*,*,*,20,*,*,*,*,*,*,824,670,337,15,41,1160,653,9400,9400,3400,*,*,150,500,1100,37,37,8.4,21,5352,59
3863,Marquette University,WI,2,561,492,1053,25,500,630,440,540,23,28,5152,4600,1685,36,71,7016,804,11610,11610,4760,*,4760,150,600,1950,86,94,13.5,25,9982,77
3868,Milwaukee School of Engineering,WI,2,*,*,*,25,*,*,*,*,22,27,1217,1088,496,36,69,1773,884,11505,11505,3255,2055,1200,*,1000,2075,35,46,16.7,23,7140,67
3869,Mount Mary College,WI,2,520,510,1030,20,*,*,*,*,*,*,235,217,121,12,32,931,487,8950,8950,3119,*,*,*,550,1125,51,51,10.7,26,7016,78
3875,Northland College,WI,2,490,475,965,21,450,570,440,550,*,*,907,802,200,15,30,726,61,9570,9570,3750,1560,2190,230,350,*,58,75,15.9,*,7774,52
3884,Ripon College,WI,2,557,513,1070,24,500,640,470,580,22,27,587,501,211,28,52,735,28,15200,15200,4100,1840,2260,190,350,650,87,90,9.4,49,12472,64
3892,St. Norbert College,WI,2,614,553,1167,24,560,665,460,615,21,27,1334,1243,568,30,56,1946,95,12140,12140,4450,2355,2095,75,425,1100,74,78,15.1,36,8595,88
3895,University of Wisconsin at Madison,WI,1,*,*,*,*,510,660,430,570,23,28,14901,10932,4631,36,80,23945,2200,2737,9096,4290,2050,2240,*,535,1545,93,96,11.5,20,11006,72
3896,University of Wisconsin at Milwaukee,WI,1,*,*,*,22,*,*,*,*,21,25,5244,3782,1930,12,37,11561,7443,2771,8786,2964,1964,1000,*,570,1980,79,87,15.9,8,8094,38
3899,University of Wisconsin at Green Bay,WI,1,*,*,*,22,*,*,*,*,20,24,2409,1939,759,17,50,3819,1347,2284,6900,2800,1600,1200,*,475,1200,81,89,22.2,1,5968,46
3911,Viterbo College,WI,2,*,*,*,22,*,*,*,*,*,*,647,518,271,17,43,1014,387,9140,9140,3365,1590,1815,70,500,2245,51,65,10.7,31,8050,73
3915,University of Wisconsin-Stout,WI,1,*,*,*,21,*,*,*,*,18,21,2593,1966,1030,9,32,6038,579,1916,6704,2592,1404,1188,400,376,1750,78,78,21.0,17,6254,65
3917,Univ. of Wisconsin at Eau Claire,WI,1,525,460,985,23,460,585,390,510,20,25,5729,4520,1957,20,52,8516,1264,2208,6996,2705,1565,1140,1070,279,1260,80,*,19.3,28,6139,61
3919,Univ.  of Wisconsin at La Crosse,WI,1,*,*,*,*,*,*,*,*,19,24,4918,3965,1704,18,50,7306,707,2369,7157,2270,*,*,*,*,1700,*,78,21.3,7,5946,54
3921,Univ. of Wisconsin at Platteville,WI,1,*,*,*,22,*,*,*,*,*,*,2733,2000,917,*,*,4381,437,1920,6400,2515,1175,1340,420,300,1500,66,67,20.6,25,7100,59
3923,Univ. of Wisconsin at River Falls,WI,1,*,*,*,*,*,*,*,*,*,*,*,*,*,16,49,4342,478,2304,7092,2500,1376,1124,*,191,1357,69,73,18.1,15,6460,46
3924,Univ. of Wisconsin at Stevens Point,WI,1,*,*,*,22,*,*,*,*,20,24,4191,3090,1375,17,46,7198,998,2355,7142,2958,1620,1338,*,300,1230,*,*,19.2,*,*,67
3925,University of Wisconsin-Superior,WI,1,*,*,*,21,*,*,*,*,19,23,910,910,342,14,53,1434,417,2050,7032,2780,1408,1372,*,550,1960,75,81,15.2,15,6490,36
3926,University of Wisconsin-Whitewater,WI,1,*,*,*,21,*,*,*,*,19,23,4400,3719,1472,12,38,7804,1552,2300,6950,2500,2500,*,*,300,1200,90,95,23.1,16,5559,67
5015,University of Wisconsin at Parkside,WI,1,*,*,*,20,*,*,*,*,18,22,1705,1339,772,9,28,2999,1825,*,*,*,*,*,*,*,*,87,93,18.4,13,6855,28
9630,Univ. of Wisconsin at OshKosh,WI,1,*,*,*,22,*,*,*,*,*,*,4800,2900,1515,14,48,7764,1472,2158,6874,2394,1450,944,*,518,1890,73,78,19.2,14,5901,56
21366,Wisconsin Lutheran College,WI,2,*,*,*,23,*,*,*,*,19,26,152,128,75,17,41,282,22,9100,9100,3700,1800,1900,90,500,1400,48,48,8.5,26,8960,50
3806,Alderson-Broaddus College,WV,2,443,394,837,20,400,510,350,440,18,22,582,498,172,21,44,799,78,10468,10468,3380,1574,1806,92,660,1800,40,41,11.5,15,8991,52
3808,Bethany College,WV,2,479,448,927,23,*,*,*,*,*,*,664,515,210,12,44,712,10,15700,15700,5750,*,*,300,400,1500,80,*,13.0,24,10941,59
3809,Bluefield State College,WV,1,420,370,780,19,*,*,*,*,16,21,1046,832,518,15,57,1463,1150,1856,4498,*,*,*,*,600,2026,24,25,16.3,*,2520,42
3818,University of Charleston,WV,2,505,443,948,21,430,550,370,470,18,23,682,535,204,22,43,771,611,9500,9500,3540,*,*,150,400,750,26,58,2.5,10,7683,57
3820,Salem-Teikyo University,WV,2,*,*,*,22,370,580,320,510,17,24,489,384,120,23,52,700,45,10575,10575,3952,1600,2352,*,400,620,46,24,13.0,9,8946,98
3822,Shepherd College,WV,2,481,422,903,24,430,523,380,460,18,23,1405,1167,557,20,65,2452,1113,2064,4694,3890,1990,1900,*,700,1665,57,63,16.5,*,3485,46
3823,West Liberty State College,WV,1,*,*,*,19,*,*,*,*,16,21,1164,1062,478,12,25,2138,227,1900,4470,2890,*,*,*,600,1210,33,33,16.3,10,4249,60
3825,West Virginia Institute of Technology,WV,1,*,*,*,20,*,*,*,*,16,28,1594,1572,675,*,*,2432,616,3954,*,3752,1800,1952,*,500,*,*,31,15.3,*,4325,56
3826,West Virginia State College,WV,1,*,*,*,18,*,*,*,*,*,*,1869,*,957,*,*,2817,1939,1988,4616,3200,1500,1700,50,750,750,38,38,19.2,4,3839,*
3827,West Virginia University,WV,1,507,439,946,22,450,560,380,490,20,24,9630,7801,2881,23,49,14524,1053,2128,6370,4310,2284,2026,*,*,*,83,86,13.4,*,8318,57
